"userid","id","from_visit","to_visit","place_id","visit_date","visit_type","session","mobile","mobile_ime","ipaddress","latitude","longitude","url_link","network","device","browse1","browse2","visit_count","social","up_count","down_count","web_qry","level","percent"
"86A2C-874F-ABA63",651,"4:20","5:16",22,"2022-04-24",1,12,"6759865812","867539427177541","192.253.213.178","10.9473","77.8488","http://www.hirameki-int.c om","BSNL",1,"Internet Explorer","Internet Explorer",66,"Facebook, Youtube",31,33,"hirameki","",0.0
"A7243-1C44-648D0",650,"10:8","10:58",9,"2022-05-02",4,35,"8425393454","787662249472417","192.54.109.79","10.6514","79.5646","https://www.udemy.com/com plete-react-js-course/","Vodafone",3,"Firefox","UC Browser",37,"Twitter, Instagram, LinkedIn",48,46,"Easy web features by react","",0.0
"824F6-E3BD-184F2",649,"18:23","19:13",8,"2022-04-26",1,30,"9185169046","156159482028165","192.33.232.238","10.2915","78.5734","http://www9.kinghost.com/ fetish/hentaibee/","Jio",2,"Opera","Chrome",41,"Whatsapp, Google, Snapchat",23,47,"king host","",0.0
"1F4FB-8163-B4736",648,"13:16","13:57",23,"2022-04-26",4,12,"7269244234","115323950196075","192.231.101.6","11.1263","79.3056","https://www.coursera.org/ learn/python/peer/RG4Xd/o ptional-installing-python -screen-shots","BSNL",3,"Safari","Safari (in-app)",47,"Whatsapp, Instagram, TikTok",0,2,"web technologies","",0.0
"DC455-CFDE-AE32A",646,"13:52","14:24",16,"2022-05-01",3,29,"8964935922","264165961064073","192.201.31.49","10.3204","78.4929","http://codeforces.com/use rtalk/with/xxv","Jio",1,"Safari","Chrome",62,"Whatsapp, Instagram",4,41,"jewells shop","",0.0
"B862B-3CA8-A33A0",644,"6:45","7:1",17,"2022-05-01",6,36,"6615166121","629728467284669","192.33.169.47","11.4970","78.4871","https://www.linkedin.com/ in/ashadullah-shawon-b516 06aa/detail/recent-activi ty/shares/","Airtel",1,"Internet Explorer","UC Browser",40,"Facebook, Youtube, Snapchat",24,29,"eye speciality hospitals in tamilnadu","",0.0
"20701-1AD4-24B2D",643,"13:6","13:56",12,"2022-04-24",7,20,"6866238651","761894549079701","192.235.214.219","10.8020","77.5017","https://www.youtube.com/w atch?v=EPIUxGOynE0","Airtel",3,"Chrome","Chrome",35,"Facebook, Youtube, TikTok",38,19,"online examination","",0.0
"A14A0-DCF6-ED1A4",642,"17:21","17:53",24,"2022-04-28",4,19,"9380081335","215723944748326","192.17.208.152","10.9807","79.3808","https://www.youtube.com/w atch?v=9ZniQCQrJTU","Jio",2,"Internet Explorer","UC Browser",45,"Twitter, Google",11,28,"cloud computing usage","",0.0
"CDAC7-4685-EE706",641,"12:41","12:58",25,"2022-04-28",7,14,"9971073150","540453464383450","192.91.46.231","11.6319","78.9902","https://imgur.com/","Airtel",3,"Firefox","Safari (in-app)",59,"Facebook",11,7,"online class","",0.0
"2D3BF-80E1-BBD57",640,"1:13","1:26",5,"2022-04-24",1,21,"8558433407","962796356574771","192.79.30.38","10.1291","78.3568","http://www.dtwins.co.uk/j fic/efiction30/index.php","Airtel",1,"Opera","BlackBerry",46,"Facebook, Instagram",22,22,"dtwins efiction","",0.0
"E410E-AB3B-8808B",638,"6:17","6:39",13,"2022-04-27",1,35,"8532902237","448332512686128","192.188.202.2","10.7023","77.5883","http://www2.117.ne.jp/~mb 1996ax/enadc.html","BSNL",3,"Opera","Safari (in-app)",58,"Whatsapp, Google",1,4,"enadc","",0.0
"4EDFA-15FA-CB146",635,"7:24","8:3",11,"2022-04-25",11,21,"6954578975","212092513864005","192.47.33.66","11.3329","80.1343","http://codeforces.com/con tests/922","Vodafone",1,"Internet Explorer","UC Browser",36,"Facebook, Youtube",4,40,"child safety","",0.0
"3C431-0504-8BB6C",632,"21:3","21:40",20,"2022-04-25",1,31,"7644983122","923974685319478","192.72.183.86","11.2100","77.6493","http://www.taremeparadise .com/","Jio",1,"Firefox","Android Browser",37,"Facebook, Youtube",18,25,"taremeparadise","",0.0
"4BDC5-5271-27B7C",631,"19:24","19:36",1,"2022-04-25",1,10,"9623842628","353478242170543","192.53.182.69","11.8433","78.3109","http://www.angelfire.com/ anime3/hoshinokaze/","Airtel",1,"Firefox","Android Browser",59,"Twitter, Instagram",41,13,"hoshinokaze","",0.0
"2DB6B-DEAF-571D7",630,"12:12","13:8",17,"2022-04-27",1,35,"7925534460","768588293364277","192.49.119.248","11.5230","77.8684","http://www.cruelangel.net /divinitas/","Airtel",3,"Firefox","UC Browser",39,"Whatsapp",19,16,"cruelangel divinitas","",0.0
"AB1D2-8111-1B6ED",629,"7:4","7:54",17,"2022-04-25",1,25,"9797747539","695275549224092","192.11.158.138","11.4595","77.7402","http://j-heaven.tripod.co m/library.htm","BSNL",2,"Firefox","BlackBerry",51,"Facebook",34,40,"j heaven tripod","",0.0
"4EDFA-15FA-CB146",628,"20:44","21:21",24,"2022-04-29",10,40,"6954578975","212092513864005","192.27.119.92","10.3316","80.9881","https://uva.onlinejudge.o rg/","Jio",3,"Internet Explorer","Safari (in-app)",59,"Twitter, Youtube, Snapchat",48,43,"avalilable engineering colleges in pondicherry","",0.0
"3C460-D4FD-110F0",627,"12:24","12:40",14,"2022-04-29",7,10,"7680269139","258699212233181","192.67.100.202","10.5917","78.2915","https://stackoverflow.com /questions/20183069/how-t o-sort-multidimensional-a rray-by-column","BSNL",1,"Firefox","Internet Explorer",68,"Twitter",49,27,"online class","",0.0
"2DB6B-DEAF-571D7",626,"8:28","9:15",21,"2022-05-02",9,22,"7925534460","768588293364277","192.85.225.71","10.2280","78.7825","https://web.facebook.com/ MekTekBD/notifications/","Airtel",3,"Firefox","BlackBerry",49,"Whatsapp",15,2,"design templates","",0.0
"AB1D2-8111-1B6ED",625,"1:11","1:55",15,"2022-04-25",3,18,"9797747539","695275549224092","192.103.3.44","10.9511","80.9046","https://web.facebook.com/ events/561372077532093/?a ctive_tab=about","Jio",3,"Internet Explorer","Chrome",37,"Whatsapp, Instagram",12,43,"online shopping ","",0.0
"3887F-AD85-6DACA",624,"5:15","5:36",8,"2022-04-28",1,27,"8446355959","352223139471924","192.102.145.63","10.3653","78.2292","http://www.geocities.com/ spirestudio/index.htm","BSNL",2,"Chrome","Chrome",31,"Twitter, Youtube, Snapchat",0,39,"spirestudio","",0.0
"618F6-32A6-AD4F5",623,"4:53","5:37",11,"2022-05-01",13,33,"9917639610","804448089264566","192.12.196.227","11.8389","77.6686","https://campus.datacamp.c om/courses/intro-to-pytho n-for-data-science/chapte r-2-python-lists?ex=10","Airtel",1,"Internet Explorer","Safari (in-app)",58,"Whatsapp, Google, Snapchat",8,28,"latest technologies and robotics","",0.0
"348E4-3A2A-46DFA",622,"6:27","6:55",19,"2022-04-23",13,26,"9621199736","531512636397118","192.136.97.100","10.3841","79.5260","https://drive.google.com/ drive/my-drive","Jio",2,"Internet Explorer","UC Browser",62,"Twitter, Google, Snapchat",7,31,"secure my images in drive","",0.0
"357E4-3AAF-D0537",621,"5:22","6:14",9,"2022-04-29",4,21,"9506472806","571363692424675","192.251.17.10","11.6222","80.6625","http://localhost/map/goog lemap.php","BSNL",3,"Firefox","UC Browser",57,"Twitter, Instagram",17,0,"cloud computing usage","",0.0
"346B0-75DA-36DAC",620,"8:7","8:36",8,"2022-05-01",1,35,"9496428092","270804395479013","192.81.60.33","11.4811","78.2714","http://www.fanworkrecs.co m/","Airtel",2,"Internet Explorer","Internet Explorer",62,"Facebook, Google, TikTok",2,50,"fan work recs","",0.0
"54FA5-6F1D-446F3",619,"18:0","18:13",12,"2022-04-25",12,21,"7132955191","276922165250305","192.133.13.23","10.2993","80.3041","http://helpfulhub.com/352 11/","Airtel",1,"Firefox","BlackBerry",51,"Facebook, Youtube",44,13,"dress shopping","",0.0
"824F6-E3BD-184F2",618,"16:25","17:21",25,"2022-05-02",1,23,"9185169046","156159482028165","192.47.23.88","11.6817","79.1551","http://www.shoujoai.com/","Airtel",3,"Firefox","Safari (in-app)",64,"Facebook, Instagram",9,29,"shoujoai","",0.0
"2854E-6143-80135",617,"8:56","9:16",14,"2022-04-24",12,16,"6653222102","982991434873397","192.9.193.174","10.1148","77.8666","https://console.starter-c a-central-1.openshift.com /console/project/ruetoj/b rowse/rc/ruetoj-3?tab=det ails","Vodafone",3,"Opera","Safari (in-app)",32,"Whatsapp",23,14,"medicine shopping","",0.0
"A40D3-E46A-8A378",616,"1:38","2:10",7,"2022-04-29",1,38,"8629349358","411892294717733","192.231.123.52","10.6659","80.8770","http://www.galeon.com/kmh /","Jio",1,"Safari","UC Browser",31,"Whatsapp, Google",18,45,"galeon","",0.0
"413D7-0B35-4A6CF",615,"9:25","9:50",4,"2022-04-28",7,39,"7801253829","270432046136609","192.147.193.77","10.9993","78.5225","https://datascience.stack exchange.com/questions/10 950/link-prediction-bench mark-datasets","Airtel",2,"Chrome","Chrome",45,"Facebook, Youtube, LinkedIn",4,23,"online examination","",0.0
"13ECA-1C37-254F0",614,"1:59","2:44",13,"2022-04-28",4,40,"7821363885","148772113586143","192.21.148.248","10.5205","80.7450","https://www.udemy.com/pyt hon-complete/learn/v4/?co uponCode=UCFREE1","Airtel",3,"Chrome","Safari (in-app)",62,"Twitter",43,38,"Artificial intelligence functionalites","",0.0
"4BDC5-5271-27B7C",613,"13:50","14:34",13,"2022-04-26",5,31,"9623842628","353478242170543","192.73.212.87","10.7645","78.2154","https://www.youtube.com/w atch?v=j7A51Msml44&featur e=share","BSNL",1,"Safari","BlackBerry",52,"Facebook",2,12,"football game players","",0.0
"13073-7AAC-5D30E",612,"8:13","9:11",2,"2022-05-01",1,38,"6818218827","879423861294552","192.169.204.161","10.7599","77.7928","http://www.cursedmoons.co m/","Airtel",3,"Opera","Internet Explorer",61,"Twitter, Google, LinkedIn",23,11,"cursedmoons","",0.0
"DF213-0634-36AFA",611,"12:37","13:32",14,"2022-05-02",5,11,"8399449943","762861264371362","192.129.218.155","11.6304","79.1126","https://github.com/surajr /URL-Classification","BSNL",3,"Chrome","Android Browser",46,"Twitter, Youtube, Snapchat",18,16,"villege complaints","",0.0
"78664-28B7-C6D82",610,"5:52","6:41",11,"2022-04-25",1,21,"8772006480","170394944738840","192.247.60.158","11.2551","79.2997","http://www.geocities.com/ tokyo/courtyard/9155/caro smen.htm","Jio",3,"Opera","Safari (in-app)",55,"Twitter, Instagram",18,2,"courtyard carosmen","",0.0
"03F6E-F1F3-20CAF",609,"3:9","3:26",23,"2022-04-25",5,17,"6545105437","598818606862355","192.10.251.138","11.9842","79.7963","https://ssl2anyone2.com/w atch?key=c46c14fbcf5d9549 39c333d815e3d6ef","Airtel",1,"Firefox","UC Browser",50,"Twitter, Youtube, LinkedIn",12,31,"game download","",0.0
"C3B0F-C2BB-0F731",602,"2:2","2:49",25,"2022-04-27",1,26,"8869012402","932976216665209","192.243.243.18","10.8002","78.3631","http://engbishoujo.tripod .com","Airtel",2,"Safari","Chrome",38,"Facebook",7,7,"engbishoujo","",0.0
"4B7B1-246F-A7837",601,"2:52","3:31",17,"2022-05-02",9,40,"8445207541","226561390854452","192.161.85.136","11.2946","79.7240","https://imgur.com/vidgif","Jio",2,"Safari","Android Browser",41,"Whatsapp",21,47,"temple rework","",0.0
"1F4FB-8163-B4736",598,"7:54","8:52",14,"2022-04-25",10,19,"7269244234","115323950196075","192.246.174.7","11.3979","80.4126","https://www.dpreview.com/ learn/?/key=interpolation","Jio",3,"Safari","Internet Explorer",40,"Whatsapp, Instagram",25,10,"women employment","",0.0
"F875A-DD47-DE07C",597,"20:0","20:58",7,"2022-05-02",6,10,"7534661494","706929961793089","192.223.180.232","11.3364","78.7753","https://www.youtube.com/w atch?v=4MN08dN67yc","Airtel",3,"Opera","Internet Explorer",39,"Facebook",35,44,"eye speciality hospitals in tamilnadu","",0.0
"2CCF1-C5CC-AB5F4",595,"15:45","16:38",16,"2022-04-25",5,34,"9621689247","486603462850907","192.15.11.207","10.8252","78.1985","https://python.howtocode. com.bd/dictionary-functio n.html","Airtel",3,"Firefox","Internet Explorer",56,"Whatsapp, Youtube, TikTok",4,6,"football game players","",0.0
"D5017-17CB-BC7E3",594,"18:34","19:31",12,"2022-05-02",6,10,"6719703667","676389999544331","192.38.57.57","10.7527","79.5302","https://archive.org/downl oad/all-archive-metadata- 12-2015","Vodafone",2,"Firefox","UC Browser",39,"Twitter, Instagram",16,2,"chat with online health care","",0.0
"DCD8A-2322-DF2D0",593,"15:12","15:59",25,"2022-04-24",1,40,"6947783653","459825430655512","192.199.226.69","10.7511","79.8049","http://www.fanworkrecs.co m/","Vodafone",3,"Opera","Safari (in-app)",58,"Twitter, Google, TikTok",24,33,"fan work recs","",0.0
"D8EBB-8ABD-6CBEC",592,"13:4","13:23",2,"2022-04-24",8,11,"9206211590","653923088321650","192.149.168.163","10.1918","80.4895","https://www.youtube.com/w atch?v=bkR__4UH8nY","Airtel",2,"Safari","Safari (in-app)",70,"Twitter, Youtube, LinkedIn",10,1,"rain news in tamilnadu","",0.0
"6D25F-4FD8-DBC3E",591,"9:35","9:49",21,"2022-05-01",8,32,"7462075028","879484264256037","192.52.62.7","10.7740","78.2677","https://www.youtube.com/w atch?v=gwVO5qtA85M","Vodafone",1,"Internet Explorer","Internet Explorer",61,"Whatsapp, Google, TikTok",26,19,"polimer news live","",0.0
"1DF6E-EEA4-3A5CD",590,"20:28","21:7",15,"2022-05-02",9,36,"6791523906","859795813222073","192.17.0.73","11.5524","77.9041","https://www.youtube.com/w atch?v=3dt4OGnU5sM","Vodafone",2,"Safari","Android Browser",69,"Whatsapp, Google",50,35,"temple rework","",0.0
"DC455-CFDE-AE32A",589,"15:38","15:58",19,"2022-04-30",5,26,"8964935922","264165961064073","192.55.178.88","11.8040","78.3660","http://www.supercounters. com/visitor/1343844","Airtel",3,"Opera","UC Browser",54,"Facebook, Youtube",48,37,"game download","",0.0
"C2561-F7D8-5737D",588,"20:39","20:56",16,"2022-04-25",4,34,"6921527781","824512109411641","192.221.6.79","10.8449","80.9758","http://codeforces.com/sea rch?query=compilers","Airtel",3,"Firefox","Internet Explorer",35,"Twitter, Google",41,11,"c example program","",0.0
"8A0A8-43FF-7BAED",587,"17:19","18:19",15,"2022-04-26",4,10,"9953385008","817595782147579","192.241.214.91","11.4629","78.2732","https://console.starter-c a-central-1.openshift.com /console/project/ruetoj","Airtel",2,"Opera","BlackBerry",66,"Facebook",4,34,"web technologies","",0.0
"F6856-CE1A-2E23F",586,"4:12","5:2",22,"2022-05-01",1,15,"6556101111","479505143292647","192.172.245.79","11.8113","79.5775","http://community.livejour nal.com/jrockyaoi/","Airtel",1,"Safari","Safari (in-app)",36,"Whatsapp",23,9,"community live journal","",0.0
"52F0B-1588-FD1ED",585,"5:49","6:7",2,"2022-05-02",11,21,"7519317098","747297769753899","192.126.199.161","10.1248","80.1586","https://uva.onlinejudge.o rg/index.php","Airtel",2,"Safari","Internet Explorer",38,"Facebook",31,7,"plants information","",0.0
"2CA55-30F4-A085B",584,"2:10","2:41",8,"2022-04-29",6,40,"6687478952","769338300196479","192.133.207.212","10.3045","77.3818","https://www.hackerrank.co m/shawon10?hr_r=1","Airtel",2,"Safari","Safari (in-app)",33,"Facebook, Google",38,44,"covid 19 information","",0.0
"B100D-E1E4-633B0",583,"11:49","12:46",25,"2022-04-23",1,10,"7712211699","338865349061053","192.44.250.37","10.9071","80.1321","http://www.yaoiluvr.net","Vodafone",1,"Opera","BlackBerry",51,"Twitter",10,47,"yaoiluvr","",0.0
"78664-28B7-C6D82",582,"3:37","3:58",13,"2022-04-23",3,37,"8772006480","170394944738840","192.183.62.132","11.4361","78.6101","https://www.hackerrank.co m/challenges/python-lists /submissions/code/6653273 0","Airtel",2,"Internet Explorer","Chrome",64,"Facebook",13,35,"textile companies","",0.0
"824F6-E3BD-184F2",581,"20:40","21:14",17,"2022-05-02",2,30,"9185169046","156159482028165","192.228.134.189","10.8632","78.9671","https://www.youtube.com/w atch?v=t1iy69upuiY","Vodafone",3,"Chrome","UC Browser",58,"Whatsapp, Instagram, Snapchat",37,49,"music players","",0.0
"1C28C-4D17-D652C",580,"15:51","16:6",23,"2022-05-02",1,36,"8531525987","196475768096694","192.82.201.155","11.2276","80.2462","http://www.angelfire.com/ goth2/azrael/","BSNL",1,"Firefox","Android Browser",46,"Facebook, Google, TikTok",33,47,"angelfire azrael","",0.0
"C45B3-4E24-D6717",579,"17:9","17:58",4,"2022-04-27",9,16,"8489922741","896211064170394","192.180.201.205","10.4640","78.6461","https://www.udebug.com/FB HC/facebook-hacker-cup-20 17/round-1","BSNL",1,"Safari","UC Browser",70,"Whatsapp, Google",0,24,"creative logos","",0.0
"68446-0844-C610A",578,"7:47","8:35",13,"2022-04-27",13,30,"6590991764","686955171272136","192.207.34.252","10.4262","79.3784","https://web.facebook.com/ ashadullah.shawon","Vodafone",3,"Chrome","BlackBerry",44,"Facebook",46,2,"covid 19 affected in india","",0.0
"5B31B-AC66-A7484",577,"1:22","1:35",22,"2022-04-28",4,26,"7157614901","996584458039351","192.105.21.83","10.9675","77.6161","http://www.pythonlearn.co m/","Vodafone",1,"Chrome","Safari (in-app)",70,"Facebook",48,9,"cloud computing usage","",0.0
"2CA55-30F4-A085B",576,"11:12","11:27",8,"2022-05-01",13,37,"6687478952","769338300196479","192.52.165.113","10.5268","77.4368","https://plus.google.com/","Vodafone",2,"Internet Explorer","Internet Explorer",51,"Twitter",42,12,"women safety","",0.0
"3887F-AD85-6DACA",573,"10:30","10:58",23,"2022-04-25",4,32,"8446355959","352223139471924","192.184.205.164","10.1329","78.7576","http://www.pythonlearn.co m/","Jio",2,"Opera","UC Browser",47,"Twitter",43,38,"cloud computing usage","",0.0
"E410E-AB3B-8808B",572,"16:9","16:50",20,"2022-04-27",6,37,"8532902237","448332512686128","192.123.170.167","11.9605","78.4586","https://www.linkedin.com/ in/ashadullah-shawon-b516 06aa/detail/recent-activi ty/shares/","Airtel",2,"Chrome","Internet Explorer",54,"Facebook, Youtube, Snapchat",24,44,"eye speciality hospitals in tamilnadu","",0.0
"3C460-D4FD-110F0",571,"10:14","10:59",8,"2022-04-28",8,22,"7680269139","258699212233181","192.7.49.100","10.8564","79.9044","http://ininmacerad.pro/ou t?zoneId=2467945&htatb=1& sId=2467945","Airtel",3,"Internet Explorer","Internet Explorer",49,"Facebook",49,40,"today news in tamilnadu","",0.0
"60FE2-663D-A254B",570,"18:48","19:32",20,"2022-04-27",6,36,"7223828593","370628885092928","192.113.110.253","11.7257","78.4185","https://www.youtube.com/w atch?v=4MN08dN67yc","Vodafone",1,"Internet Explorer","UC Browser",50,"Whatsapp",16,19,"eye speciality hospitals in tamilnadu","",0.0
"2BE1E-845E-16884",569,"4:15","4:38",15,"2022-04-28",4,36,"7720796992","834235272822436","192.100.90.105","10.1437","78.1657","https://www.youtube.com/w atch?v=9ZniQCQrJTU","BSNL",2,"Opera","Internet Explorer",57,"Facebook, Youtube",13,35,"cloud computing usage","",0.0
"48362-4E7F-B6173",568,"3:1","3:15",2,"2022-04-25",1,10,"9594011517","384753353343269","192.69.8.83","11.7962","78.8537","http://www.gaytoon-japan. com","Airtel",3,"Opera","UC Browser",42,"Whatsapp, Google, Snapchat",7,10,"gaytoon japan","",0.0
"E56CD-C315-7CC77",567,"4:8","4:58",24,"2022-04-26",1,21,"6504744692","309982927235824","192.100.10.157","10.5680","77.2375","http://thesheeparecoming. tripod.com/papercrane/","BSNL",3,"Chrome","BlackBerry",33,"Facebook, Youtube",36,3,"the sheepare coming","",0.0
"8A0A8-43FF-7BAED",562,"18:2","18:28",12,"2022-04-27",6,14,"9953385008","817595782147579","192.41.37.24","10.6191","79.1741","https://web.facebook.com/ profile.php?id=1000148111 25751&sk=wall","BSNL",3,"Chrome","Chrome",63,"Twitter",33,31,"chat with online health care","",0.0
"78664-28B7-C6D82",561,"13:0","13:59",10,"2022-04-28",1,15,"8772006480","170394944738840","192.212.182.121","11.9439","78.8787","http://www.aoihayashi.com /","Vodafone",1,"Internet Explorer","Safari (in-app)",45,"Whatsapp, Youtube, TikTok",45,1,"aoihayashi","",0.0
"2B006-8333-0D585",560,"18:23","18:34",13,"2022-04-29",1,32,"7848254145","743448744019275","192.246.12.25","11.8951","78.3177","http://www.pureyaoi.org/","Vodafone",2,"Chrome","Android Browser",46,"Whatsapp, Google, Snapchat",26,48,"pureyaoi","",0.0
"78664-28B7-C6D82",559,"10:29","10:50",23,"2022-04-26",1,38,"8772006480","170394944738840","192.17.209.113","11.8052","80.4401","http://www.animetric.com/ bgames.html","BSNL",3,"Firefox","Safari (in-app)",65,"Facebook, Google",35,22,"animetric bgames","",0.0
"2DB6B-DEAF-571D7",558,"1:41","2:22",15,"2022-04-29",6,29,"7925534460","768588293364277","192.78.251.123","11.8894","80.7236","https://www.coursera.org/ accomplishments","BSNL",1,"Safari","Internet Explorer",52,"Twitter, Youtube, Snapchat",48,25,"child speciality hospitals in tamilnadu","",0.0
"6827B-42BB-F8354",557,"16:28","16:54",20,"2022-05-02",13,12,"7648415966","223394692333125","192.22.209.60","11.8882","80.5323","https://web.facebook.com/ cse.ruet/notifications/","BSNL",2,"Safari","Android Browser",47,"Twitter, Instagram, TikTok",28,31,"villege complaints","",0.0
"CA6ED-7B1B-57A4F",556,"3:16","4:9",10,"2022-04-24",13,10,"7891269199","757193652955976","192.202.212.152","11.8582","78.3541","http://www.ruet.ac.bd/","Airtel",1,"Chrome","UC Browser",42,"Twitter",28,50,"career information","",0.0
"E410E-AB3B-8808B",555,"3:48","4:47",20,"2022-04-25",2,27,"8532902237","448332512686128","192.148.225.28","11.2372","80.1036","http://crackedmax.com/win edt-10-2-crack-full-versi on/","Vodafone",1,"Internet Explorer","BlackBerry",60,"Whatsapp, Youtube, TikTok",16,39,"dance master","",0.0
"60FE2-663D-A254B",554,"2:10","2:55",1,"2022-04-26",3,35,"7223828593","370628885092928","192.103.252.231","10.9123","80.3982","http://codeforces.com/use rtalk/with/xxv","Airtel",3,"Opera","Safari (in-app)",50,"Twitter",21,32,"jewells shop","",0.0
"6D25F-4FD8-DBC3E",553,"6:1","6:58",8,"2022-04-25",10,18,"7462075028","879484264256037","192.58.87.174","11.8382","77.6669","http://localhost/mektekcl ass/registration.php?valu e=fail","Airtel",2,"Opera","Safari (in-app)",53,"Whatsapp, Instagram",17,6,"women employment","",0.0
"6827B-42BB-F8354",552,"19:49","20:33",12,"2022-05-01",3,15,"7648415966","223394692333125","192.218.212.19","11.7884","77.7669","https://www.linkedin.com/","Vodafone",1,"Opera","UC Browser",42,"Facebook",14,47,"online shopping ","",0.0
"2CCF1-C5CC-AB5F4",551,"9:38","10:37",19,"2022-04-28",1,26,"9621689247","486603462850907","192.127.108.3","10.5686","78.5984","http://www.commonastherai n.com/eros.html","Vodafone",1,"Opera","Chrome",42,"Facebook",3,43,"common astherain","",0.0
"1458A-BF33-B8424",550,"17:58","18:32",8,"2022-04-27",4,18,"8378841539","758568075794728","192.159.57.226","11.2455","80.7604","https://python.howtocode. com.bd/list-dict-comprehe nsion.html","Airtel",1,"Safari","Safari (in-app)",65,"Facebook",29,2,"learn programmings","",0.0
"03F6E-F1F3-20CAF",549,"5:53","6:39",14,"2022-04-28",6,21,"6545105437","598818606862355","192.198.57.236","10.9715","80.3402","https://www.udemy.com/car t/success/127949646/","BSNL",2,"Internet Explorer","UC Browser",57,"Facebook",19,32,"heart speciality hospitals in tamilnadu","",0.0
"A7243-1C44-648D0",548,"17:26","17:51",24,"2022-04-23",2,38,"8425393454","787662249472417","192.58.14.125","10.5191","77.3321","https://www.youtube.com/w atch?v=8Q84M57fVm8","BSNL",1,"Chrome","Chrome",68,"Facebook",47,12,"arts colleges","",0.0
"2CCF1-C5CC-AB5F4",547,"16:49","17:11",21,"2022-05-01",13,11,"9621689247","486603462850907","192.104.246.230","11.7070","77.1218","https://web.facebook.com/ MekTekBD/inbox/","BSNL",1,"Firefox","UC Browser",56,"Whatsapp",18,0,"villege complaints","",0.0
"887B2-FF5C-ED3C0",546,"19:31","20:25",4,"2022-04-28",1,19,"7870349966","762054523214853","192.181.208.161","11.5393","80.3976","http://www.kinu-sekigushi .com/","Vodafone",2,"Chrome","Internet Explorer",66,"Facebook, Google, Snapchat",35,26,"kinu sekigushi","",0.0
"357E4-3AAF-D0537",545,"1:20","1:32",23,"2022-04-25",4,22,"9506472806","571363692424675","192.2.26.18","11.2327","80.5520","https://hackernoon.com/te aching-machines-to-unders tand-user-interfaces-5a0c deb4d579","Vodafone",3,"Safari","BlackBerry",66,"Facebook, Instagram, TikTok",42,17,"web technologies","",0.0
"767EE-FA8F-D1544",544,"6:43","7:25",8,"2022-04-29",7,10,"6870059017","667764933868187","192.216.171.229","11.2221","79.4261","https://data.world/datase ts/google-analytics","BSNL",1,"Opera","Internet Explorer",50,"Whatsapp",12,35,"online examination","",0.0
"8F7E1-AC3D-FA712",543,"5:59","6:50",10,"2022-04-26",6,35,"9210201331","954945123322583","192.40.181.207","11.5867","79.5195","https://web.facebook.com/ profile.php?id=1000148111 25751&sk=wall","Airtel",3,"Firefox","UC Browser",34,"Whatsapp",17,29,"chat with online health care","",0.0
"A3BCA-EE24-050C3",542,"7:8","7:49",24,"2022-04-30",6,14,"6479346641","269546760348800","192.116.46.196","10.1683","77.5825","https://www.coursera.org/ learn/python/supplement/A tKA1/textbook-python-for- everybody-exploring-data- in-python-3","Vodafone",2,"Firefox","UC Browser",68,"Facebook, Instagram",4,48,"chat with online health care","",0.0
"C767D-C163-EECBD",541,"4:42","5:12",25,"2022-04-26",13,36,"8937813331","539717723038354","192.100.219.194","10.8547","77.4806","https://www.kaggle.com/da tasets","Jio",1,"Opera","Chrome",55,"Whatsapp, Google",49,50,"agriculture data analysis","",0.0
"2A5EB-5A54-FAA8B",539,"9:40","9:58",1,"2022-04-27",13,35,"6731109808","764916594124398","192.14.49.219","11.9895","78.7788","https://web.facebook.com/ MekTekBD/inbox/?selected_ item_id=100007801654210","Vodafone",3,"Firefox","BlackBerry",43,"Twitter",28,5,"women safety","",0.0
"4B7B1-246F-A7837",538,"18:22","19:21",13,"2022-04-26",7,22,"8445207541","226561390854452","192.198.81.233","11.3477","77.3544","https://www.online-conver t.com/login","Airtel",1,"Internet Explorer","Internet Explorer",68,"Whatsapp, Google, Snapchat",33,27,"kids security","",0.0
"D8EBB-8ABD-6CBEC",536,"1:57","2:8",12,"2022-04-30",6,35,"9206211590","653923088321650","192.110.23.62","10.4057","79.6002","https://www.youtube.com/w atch?v=eWeHZH5ZFh0","Jio",2,"Safari","BlackBerry",38,"Twitter",50,13,"eye speciality hospitals in tamilnadu","",0.0
"A7243-1C44-648D0",535,"6:59","7:55",13,"2022-05-02",5,39,"8425393454","787662249472417","192.147.175.237","10.6884","79.2469","https://web.facebook.com/ groups/pxperts/?ref=linke d_groups_hscroll","Jio",2,"Opera","BlackBerry",48,"Facebook, Youtube, Snapchat",13,38,"latest games download","",0.0
"567ED-F30A-3C4E7",534,"6:1","6:42",5,"2022-04-26",9,26,"6850456912","717942373998740","192.161.102.77","10.1836","80.4212","https://www.youtube.com/w atch?v=3dt4OGnU5sM","Airtel",3,"Firefox","Internet Explorer",57,"Whatsapp, Youtube",34,31,"temple rework","",0.0
"036E3-F45A-1BC4B",533,"6:54","7:47",9,"2022-05-02",10,16,"6731646767","279342433131673","192.162.84.37","10.7835","79.2876","https://www.dpreview.com/ learn/?/key=interpolation","Jio",3,"Chrome","Android Browser",54,"Twitter",36,14,"women employment","",0.0
"C7520-836C-A1472",532,"6:26","7:8",16,"2022-05-02",10,23,"6595035885","858167612619769","192.113.79.114","10.3331","79.2898","https://uva.onlinejudge.o rg/","Airtel",3,"Internet Explorer","BlackBerry",69,"Whatsapp, Instagram, Snapchat",19,38,"avalilable engineering colleges in pondicherry","",0.0
